id,name,category,subcategory,latitude,longitude,address,district,island,phone,email,website,price_level,rating,description,tags
osm-node/6450720530,The Grand Caymanian Resort,hotel,resort,19.344471,-81.36269,"276, Crighton Drive, Grand Cayman, KY1-1206",Grand Cayman,Grand Cayman,+1 345-949-3100,reservations@grandcaymanian.com,https://grandcaymanian.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=website+button,,90,"The Grand Caymanian Resort is a resort in Grand Cayman, Grand Cayman. Rated 4.2★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman
osm-node/10657265459,The Westin Grand Cayman Seven Mile Beach Resort & Spa,hotel,resort,19.334,-81.3925,"Seven Mile Beach, P.O. BOX 30620, Grand Cayman",Seven Mile Beach,Grand Cayman,+1 345-945-3800,cushnie@westin-cayman.com,https://www.marriott.com/en-us/hotels/gcmmi-the-westin-grand-cayman-seven-mile-beach-resort-and-spa/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,90,"Chic beach retreat with a spa & 2 bars. Polished rooms & suites in a luxe beach resort with 4 restaurants, a spa & a pool, plus 2 bars.",hotel;resort;grand-cayman;westin;luxury;hotels;resorts;cayman islands;caribbean
osm-way/62225826,Villas Of The Galleon,hotel,resort,19.337373,-81.380972,"1088, West Bay Road, West Bay, Seven Mile Beach",Seven Mile Beach,Grand Cayman,+1 866-665-4696,,https://www.villasofthegalleon.com/,,90,"Villas Of The Galleon is a resort in Seven Mile Beach, Grand Cayman. Rated 4.8★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman
osm-way/62225833,The Discovery Point Club,hotel,resort,19.362751,-81.390981,"West Bay Road, West Bay",Seven Mile Beach,Grand Cayman,+1 345-945-4724,,http://discoverypointclub.com/,,90,"The Discovery Point Club is a resort in Seven Mile Beach, Grand Cayman. Rated 4.8★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman
osm-way/62225837,The Caribbean Club,hotel,resort,19.331439,-81.381635,"West Bay Road, West Bay, Seven Mile Beach",Seven Mile Beach,Grand Cayman,+1 345-623-4500,,https://www.caribclub.com/?utm_source=google_gmb&utm_medium=organic&utm_campaign=gmb,,90,"The Caribbean Club is a resort in Seven Mile Beach, Grand Cayman. Rated 4.8★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman
osm-way/62225850,Harbour Heights,hotel,resort,19.347285,-81.382572,"West Bay Road, West Bay, Seven Mile Beach",Seven Mile Beach,Grand Cayman,+1 833-815-4487,,https://www.harbourheightscayman.com/,,90,"Harbour Heights is a resort in Seven Mile Beach, Grand Cayman. Rated 4.7★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman
osm-way/62225855,Hyatt Regency Grand Cayman Beach Suites,hotel,resort,19.327933,-81.38202,"West Bay Road, West Bay",Seven Mile Beach,Grand Cayman,+1 345-768-1234,,https://www.hyatt.com/grand-hyatt/en-US/gcmgh-grand-hyatt-grand-cayman-resort-and-spa?src=corp_lclb_google_seo_gcmgh&utm_source=google&utm_medium=organic&utm_campaign=lmr,,90,"Hyatt Regency Grand Cayman Beach Suites is a resort in Seven Mile Beach, Grand Cayman. Rated 4★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman;hyatt regency
osm-way/62225861,The Colonial Club,hotel,resort,19.328563,-81.381937,"West Bay Road, West Bay, Seven Mile Beach",Seven Mile Beach,Grand Cayman,+1 345-945-4660,,http://www.thecolonialclub.com/,,90,"The Colonial Club is a resort in Seven Mile Beach, Grand Cayman. Rated 4.7★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman
osm-way/62225867,The Beachcomber,hotel,resort,19.332392,-81.381527,"West Bay Road, West Bay, Seven Mile Beach",Seven Mile Beach,Grand Cayman,+1 345-943-6500,,https://beachcombergrandcayman.com/,,90,"The Beachcomber is a resort in Seven Mile Beach, Grand Cayman. Rated 4.9★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman
osm-way/62225874,Coral Stone Club,hotel,resort,19.334793,-81.381108,"West Bay Road, West Bay",Seven Mile Beach,Grand Cayman,+1 888-927-2322,,https://www.coralstoneclub.com/,,90,"Seaside condos with kitchens & views. Modern, sea-view units with kitchens & screened outdoor dining areas, plus an infinity pool.",hotel;resort;grand-cayman;resort hotel;luxury;hotels;resorts;cayman islands;caribbean
osm-way/62225876,Kimpton Seafire Resort and Spa,hotel,resort,19.345,-81.395,"West Bay Road, West Bay",Seven Mile Beach,Grand Cayman,+1 800-546-7866,,https://www.seafireresortandspa.com/?&cm_mmc=WEB-_-KI-_-AMER-_-EN-_-EV-_-Google%20Business%20Profile-_-DD-_-seafire,,90,"Kimpton Seafire Resort and Spa is a resort in Seven Mile Beach, Grand Cayman. Rated 4.8★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman;kimpton
osm-way/62225881,The Ritz-Carlton,hotel,resort,19.329,-81.389,"West Bay Road, West Bay, Seven Mile Beach",Seven Mile Beach,Grand Cayman,+1 345-943-9000,,https://www.ritzcarlton.com/en/hotels/gcmrz-the-ritz-carlton-grand-cayman/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,90,"The Ritz-Carlton is a resort in Seven Mile Beach, Grand Cayman. Rated 4.7★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman;the ritz-carlton
osm-way/62225888,The Islands Club,hotel,resort,19.329473,-81.381794,"West Bay Road, West Bay, Seven Mile Beach",Seven Mile Beach,Grand Cayman,+1 345-945-5211,,https://www.theislandsclub.com.ky/,,90,"The Islands Club is a resort in Seven Mile Beach, Grand Cayman. Rated 5★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman
osm-way/80290301,Grand Cayman Marriott Beach Resort,hotel,resort,19.332,-81.391,"West Bay Road, Whitehall Estate, West Bay",George Town,Grand Cayman,+1 345-949-0088,,https://www.marriott.com/en-us/hotels/gcmgc-grand-cayman-marriott-resort/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,90,"Grand Cayman Marriott Beach Resort is a resort in George Town, Grand Cayman. Rated 4.5★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman
osm-way/171462753,Morritt's Grand Resort,hotel,resort,19.344794,-81.088527,"2289, Queens Highway",East End,Grand Cayman,+1 345-947-7449,,http://morritts.com/,,90,"Morritt's Grand Resort is a resort in East End, Grand Cayman. Rated 4.4★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman
osm-way/171462767,Morritt's Tortuga Club,hotel,resort,19.344986,-81.089418,"PO Box 496, Church Avenue, Colliers",East End,Grand Cayman,+1 345-947-7449,,https://morritts.com/,,90,"Morritt's Tortuga Club is a resort in East End, Grand Cayman. Rated 4★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman
osm-way/171507308,Compass Point Luxury Dive Resort,hotel,resort,19.306269,-81.094461,Austin Conolly Road,East End,Grand Cayman,+1 345-640-4444,,https://compasspointdiveresort.com/,,90,"Compass Point Luxury Dive Resort is a resort in East End, Grand Cayman. Rated 4.8★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman
osm-way/369711093,"Sea Breeze, Luxury Condo Rental",hotel,resort,19.365454,-81.394222,"2187, West Bay Road, Grand Cayman, West Bay",West Bay,Grand Cayman,+44 (0) 113 350 4529,,http://www.seabreezecayman.com/smb_condo_spec/seabreeze.html,,90,"Sea Breeze, Luxury Condo Rental is a resort in West Bay, Grand Cayman. Rated 4★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman
osm-way/373719218,The Retreat at Rum Point,hotel,resort,19.371492,-81.271279,"16, Grand Cayman",Rum Point,Grand Cayman,+1 281-827-0801,,https://www.retreat23.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8892989555914322999,,90,"The Retreat at Rum Point is a resort in Rum Point, Grand Cayman. Rated 4★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman
osm-way/373719330,Island Houses of Cayman Kai,hotel,resort,19.370234,-81.27099,"Rum Point, Grand Cayman, Cayman Islands",Rum Point,Grand Cayman,+1 412-828-2111,,http://www.caymankaivacations.com/,,90,"Island Houses of Cayman Kai is a resort in Rum Point, Grand Cayman. Rated 4.9★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman
osm-way/374782462,The Renaissance,hotel,resort,19.358979,-81.387655,"Seven Mile Beach, Grand Cayman, Cayman Islands",Seven Mile Beach,Grand Cayman,+1 345-949-8246,,https://www.caymanrenaissancevillas.com/,,90,"The Renaissance is a resort in Seven Mile Beach, Grand Cayman. Rated 4.7★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman
osm-way/374960988,The Sunshine Hotel and Suites,hotel,resort,19.338545,-81.378506,"1465, Esterley Tibbetts Highway, Grand Cayman, KY1-1201",Seven Mile Beach,Grand Cayman,+1 345-949-3000,SSR.Reservations@sunshinesuites.com,http://www.sunshinesuites.com/,,90,"Casual resort offering breakfast. Warm suites with kitchenettes, plus breakfast, an outdoor pool & a poolside restaurant.",hotel;resort;grand-cayman;resort hotel;luxury;hotels;resorts;cayman islands;caribbean
osm-way/375236902,South Bay Beach Club,hotel,resort,19.317091,-81.38458,"George Town, Grand Cayman, Cayman Islands",George Town,Grand Cayman,+1 345-947-0396,,https://southbaybeachclub.com/,,90,"South Bay Beach Club is a resort in George Town, Grand Cayman. Rated 4.5★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman
osm-way/375236911,Hampton by Hilton Grand Cayman Seven Mile Beach,hotel,resort,19.334,-81.3925,"George Town, Grand Cayman, Cayman Islands",George Town,Grand Cayman,+1 345-945-7300,,https://www.hilton.com/en/hotels/gcmgchx-hampton-grand-cayman-seven-mile-beach/?SEO_id=GMB-AMER-HX-GCMGCHX&y_source=1_MjI3MjA2NDktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,90,"Hampton by Hilton Grand Cayman Seven Mile Beach is a resort in George Town, Grand Cayman. Rated 4.5★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman;hampton
osm-way/1310778661,Indigo Pool & Bar,hotel,resort,19.3497,-81.381328,"Seven Mile Beach, Grand Cayman, Cayman Islands",Seven Mile Beach,Grand Cayman,+1 786-408-9277,,https://www.ihg.com/hotelindigo/hotels/us/en/grand-cayman/gcmsm/hoteldetail?cm_mmc=GoogleMaps-_-IN-_-KY-_-GCMSM,,90,"Indigo Pool & Bar is a resort in Seven Mile Beach, Grand Cayman. Rated 4★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;grand-cayman
osm-way/1351037296,The Village Inn,hotel,resort,19.659938,-80.082679,"Little Cayman, Little Cayman, Cayman Islands",Little Cayman,Little Cayman,+1 802-626-3161,,http://www.villageinnvt.com/,,90,"The Village Inn is a resort in Little Cayman, Little Cayman. Rated 4★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;little-cayman
osm-way/1351632230,Southern Cross Club,hotel,resort,19.6657,-80.0689,"1400, Guy Banks Road, Sister Islands",Little Cayman,Little Cayman,+1 345-948-1099,,http://www.southerncrossclub.com/,,90,"Southern Cross Club is a resort in Little Cayman, Little Cayman. Rated 4.8★ . $$ pricing. Perfect for travelers seeking comfortable lodging in the Cayman Islands.",hotel;resort;little-cayman
osm-node/5105636798,Almond Beach Villas,villa_rental,vacation_rental,19.754688,-79.748266,"Cayman Brac, Cayman Brac, Cayman Islands",Cayman Brac,Cayman Brac,+1 345-948-1323,,https://www.caymanbracbeachresort.com/,,90,"Almond Beach Villas is a vacation rental property in Cayman Brac, Cayman Brac. $$ pricing. Ideal for families and groups looking for a home-away-from-home experience in the Caribbean.",villa_rental;vacation_rental;cayman-brac
osm-node/5117698005,Southern Star Condos,villa_rental,vacation_rental,19.687212,-79.868962,"Cayman Brac, Cayman Brac, Cayman Islands",Cayman Brac,Cayman Brac,+1 641-435-2001,,https://www.cicondos.com/,,90,"Southern Star Condos is a vacation rental property in Cayman Brac, Cayman Brac. $$ pricing. Ideal for families and groups looking for a home-away-from-home experience in the Caribbean.",villa_rental;vacation_rental;cayman-brac
osm-node/6449817081,Southern Comfort,villa_rental,vacation_rental,19.68644,-79.869427,"Cayman Brac, Cayman Brac, Cayman Islands",Cayman Brac,Cayman Brac,+1 305-248-6909,,https://www.socorv.com/,,90,"Southern Comfort is a vacation rental property in Cayman Brac, Cayman Brac. $$ pricing. Ideal for families and groups looking for a home-away-from-home experience in the Caribbean.",villa_rental;vacation_rental;cayman-brac
osm-node/7499692285,Doctor Kingbird & Christina Lex,villa_rental,vacation_rental,19.299566,-81.361137,"George Town, Grand Cayman, Cayman Islands",George Town,Grand Cayman,+1 345-943-6363,,http://www.cayman-doctors.com/,,90,"Doctor Kingbird & Christina Lex is a vacation rental property in George Town, Grand Cayman. $$ pricing. Ideal for families and groups looking for a home-away-from-home experience in the Caribbean.",villa_rental;vacation_rental;grand-cayman
osm-node/7499845485,SUNRISE PHASE 3,villa_rental,vacation_rental,19.281292,-81.350611,"Grand Cayman, Grand Cayman, Cayman Islands",Grand Cayman,Grand Cayman,+1 954-741-1338,,http://www.sunriselakesphase3.com/home/,,90,"SUNRISE PHASE 3 is a vacation rental property in Grand Cayman, Grand Cayman. $$ pricing. Ideal for families and groups looking for a home-away-from-home experience in the Caribbean.",villa_rental;vacation_rental;grand-cayman
osm-node/7502116385,PEAKWOOD CLOSE,villa_rental,vacation_rental,19.265081,-81.278755,Sea Spray Drive,Bodden Town,Grand Cayman,+1 345-945-3769,,https://www.bovell.ky/,,90,"PEAKWOOD CLOSE is a vacation rental property in Bodden Town, Grand Cayman. $$ pricing. Ideal for families and groups looking for a home-away-from-home experience in the Caribbean.",villa_rental;vacation_rental;grand-cayman
osm-way/26269265,Sunset Cottage,villa_rental,vacation_rental,19.660502,-80.10996,"Grand Cayman, Grand Cayman, Cayman Islands",Grand Cayman,Little Cayman,+1 345-923-6696,,https://www.vrbo.com/470156,,90,"Sunset Cottage is a vacation rental property in Grand Cayman, Little Cayman. $$ pricing. Ideal for families and groups looking for a home-away-from-home experience in the Caribbean.",villa_rental;vacation_rental;grand-cayman
osm-way/349629287,Compass Point,villa_rental,vacation_rental,19.304,-81.09,Austin Conolly Road,East End,Grand Cayman,+1 345-640-4444,,https://compasspointdiveresort.com/,,90,"Compass Point is a vacation rental property in East End, Grand Cayman. $$ pricing. Ideal for families and groups looking for a home-away-from-home experience in the Caribbean.",villa_rental;vacation_rental;grand-cayman
osm-way/369216664,Shangri La Bed and Breakfast,villa_rental,vacation_rental,19.379339,-81.388105,"Sticky Toffee Lane, West Bay",West Bay,Grand Cayman,+1 345-526-1170,,http://www.shangrilabandb.com/,,90,"Shangri La Bed and Breakfast is a vacation rental property in West Bay, Grand Cayman. $$ pricing. Ideal for families and groups looking for a home-away-from-home experience in the Caribbean.",villa_rental;vacation_rental;grand-cayman
osm-way/370670647,Majac Apartments,villa_rental,vacation_rental,19.2888,-81.364765,"Desmond Drive, George Town",George Town,Grand Cayman,+1 345-945-4430,,https://www.plantanacayman.com/?utm_source=GoogleMyBusinessprofile&utm_medium=Organic,,90,"Majac Apartments is a vacation rental property in George Town, Grand Cayman. $$ pricing. Ideal for families and groups looking for a home-away-from-home experience in the Caribbean.",villa_rental;vacation_rental;grand-cayman
osm-way/370952615,Foster Village,villa_rental,vacation_rental,19.273341,-81.386568,"Walkers Road, Lambert House",George Town,Grand Cayman,+1 512-599-4144,,http://fostervillageaustin.org/,,90,"Foster Village is a vacation rental property in George Town, Grand Cayman. $$ pricing. Ideal for families and groups looking for a home-away-from-home experience in the Caribbean.",villa_rental;vacation_rental;grand-cayman
osm-way/372532243,7 Mile Beach Resort & Club,villa_rental,vacation_rental,19.316497,-81.383508,"George Town, Grand Cayman, Cayman Islands",George Town,Grand Cayman,+1 345-949-0332,,http://www.7mile.ky/,,90,"7 Mile Beach Resort & Club is a vacation rental property in George Town, Grand Cayman. $$ pricing. Ideal for families and groups looking for a home-away-from-home experience in the Caribbean.",villa_rental;vacation_rental;grand-cayman
osm-way/373851800,Crescent Point,villa_rental,vacation_rental,19.315437,-81.384776,"319, West Bay Road, West Bay",George Town,Grand Cayman,+1 345-945-2243,,http://www.crescentpoint.com/,,90,"Crescent Point is a vacation rental property in George Town, Grand Cayman. $$ pricing. Ideal for families and groups looking for a home-away-from-home experience in the Caribbean.",villa_rental;vacation_rental;grand-cayman
osm-way/374487172,Sun Coast Apartments,villa_rental,vacation_rental,19.29682,-81.214344,"Bodden Town Road, Midland Acres",Bodden Town,Grand Cayman,+1 434-566-9429,,http://suncoast.ky/,,90,"Sun Coast Apartments is a vacation rental property in Bodden Town, Grand Cayman. $$ pricing. Ideal for families and groups looking for a home-away-from-home experience in the Caribbean.",villa_rental;vacation_rental;grand-cayman
osm-way/375105264,Lakeside Villas,villa_rental,vacation_rental,19.307784,-81.378059,"George Town, Grand Cayman, Cayman Islands",George Town,Grand Cayman,+1 833-225-5879,,https://www.lakesidevillasapt.com/?utm_source=obl&utm_medium=organic,,90,"Lakeside Villas is a vacation rental property in George Town, Grand Cayman. $$ pricing. Ideal for families and groups looking for a home-away-from-home experience in the Caribbean.",villa_rental;vacation_rental;grand-cayman
osm-way/399498751,Seabreezes,villa_rental,vacation_rental,19.290914,-81.386701,"9, Eden Road, George Town",George Town,Grand Cayman,+1 345-949-7111,,https://www.sunsethouse.com/,,90,"Seabreezes is a vacation rental property in George Town, Grand Cayman. $$ pricing. Ideal for families and groups looking for a home-away-from-home experience in the Caribbean.",villa_rental;vacation_rental;grand-cayman
osm-way/399499976,Dolphin Condos,villa_rental,vacation_rental,19.291142,-81.386583,"South Church Street, George Town",George Town,Grand Cayman,+1 345-926-2498,,http://www.dolphinpointclub.com/,,90,"Dolphin Condos is a vacation rental property in George Town, Grand Cayman. $$ pricing. Ideal for families and groups looking for a home-away-from-home experience in the Caribbean.",villa_rental;vacation_rental;grand-cayman
osm-way/1024689467,ONE Canal Point,villa_rental,vacation_rental,19.332292,-81.375642,"Seven Mile Beach, Grand Cayman, Cayman Islands",Seven Mile Beach,Grand Cayman,+1 800-722-5359,,https://www.onecanalpoint.com/,,90,"ONE Canal Point is a vacation rental property in Seven Mile Beach, Grand Cayman. $$ pricing. Ideal for families and groups looking for a home-away-from-home experience in the Caribbean.",villa_rental;vacation_rental;grand-cayman
osm-way/1201213983,Lotus,villa_rental,vacation_rental,19.332624,-81.376479,"Seven Mile Beach, Grand Cayman, Cayman Islands",Seven Mile Beach,Grand Cayman,+1 345-924-4648,,https://www.barauddevelopment.com/residential-projects/lotus-new-development-seven-mile-corridor,,90,"Lotus is a vacation rental property in Seven Mile Beach, Grand Cayman. $$ pricing. Ideal for families and groups looking for a home-away-from-home experience in the Caribbean.",villa_rental;vacation_rental;grand-cayman
osm-node/764608037,Calypso Grill,restaurant,restaurant,19.31,-81.2,"Batabano Road, West Bay",West Bay,Grand Cayman,+1 345-949-3948,,https://www.calypsogrillcayman.com/,,90,"Calypso Grill is a restaurant in West Bay, Grand Cayman. Rated 4.7★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman
osm-node/937127269,Al La Kebab,restaurant,restaurant,19.319032,-81.380948,"Lawrence Blvd, Whitehall Estate, West Bay",George Town,Grand Cayman,+1 345-943-4343,,http://www.kebab.ky/,,90,"Now serving you from two locations, the SMB original in the Marquee Plaza as well as the Georgetown location, complete with air-conditioned dining, breakfast seven days per week and amazing Italian coffee.",restaurant;grand-cayman;kebab
osm-node/1118465869,Eats,restaurant,restaurant,19.339259,-81.379837,"Seven Mile Beach, Grand Cayman, Cayman Islands",Seven Mile Beach,Grand Cayman,+1 345-943-3287,,http://www.eats.ky/,,90,"Eats is a restaurant in Seven Mile Beach, Grand Cayman. Rated 4★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman;burger
osm-node/1118465887,Southern Spice,restaurant,restaurant,19.307384,-81.383648,"George Town, Grand Cayman, Cayman Islands",George Town,Grand Cayman,+1 345-949-5550,,http://www.southernspicecayman.com/,,90,"Southern Spice is a restaurant in George Town, Grand Cayman. Rated 4.6★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman
osm-node/1122593411,Thai Orchid,restaurant,restaurant,19.310799,-81.384473,"George Town, Grand Cayman, Cayman Islands",George Town,Grand Cayman,+1 345-949-7955,,http://www.thaiorchid.ky/,,90,"Thai Orchid is a restaurant in George Town, Grand Cayman. Rated 4.4★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman;thai
osm-node/1550989400,Seymour's Jerk Centre,restaurant,restaurant,19.29479,-81.374349,"George Town, Grand Cayman, Cayman Islands",George Town,Grand Cayman,+1 345-916-8531,,https://www.caymansauce.com/product-category/cayman-islands/seymours-jerk-sauce/,,90,"Seymour's Jerk Centre is a restaurant in George Town, Grand Cayman. Rated 5★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman
osm-node/2269076875,The Brooklyn Pizza + Pasta,restaurant,restaurant,19.321803,-81.377422,"George Town, Grand Cayman, Cayman Islands",George Town,Grand Cayman,+1 345-640-0005,,http://thebrooklyncayman.com/,,90,"The Brooklyn Pizza + Pasta is a restaurant in George Town, Grand Cayman. Rated 4.2★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman
osm-node/3356108697,XQ's,restaurant,restaurant,19.312983,-81.384317,"233, West Bay Road",George Town,Grand Cayman,+1 345-947-9770,,http://www.xqs.ky/,,90,"XQ's is a restaurant in George Town, Grand Cayman. Rated 4.5★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman;pizza
osm-node/3758666509,Blue Cilantro,restaurant,restaurant,19.325259,-81.381344,"West Bay Road, West Bay",Grand Cayman,Grand Cayman,+1 345-945-4372,,http://bluecilantrocayman.com/,,90,"Blue Cilantro is a restaurant in Grand Cayman, Grand Cayman. Rated 4.5★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman;best;restaurants;fine;dining;dine in;cayman islands;caribbean
osm-node/3768261259,Jessie's Juice Bar,restaurant,restaurant,19.322735,-81.377897,"Market Street, Camana Bay",George Town,Grand Cayman,+1 345-949-2012,,http://www.jessiesjuicebar.com/,,90,"Jessie's Juice Bar is a restaurant in George Town, Grand Cayman. Rated 4★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman
osm-node/3772786218,PD's Sports Bar & Grill,restaurant,restaurant,19.324152,-81.381385,"638, West Bay Road, West Bay",George Town,Grand Cayman,+1 345-949-7144,,https://www.pdscayman.com/,,90,"PD's Sports Bar & Grill is a restaurant in George Town, Grand Cayman. Rated 4.4★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman
osm-node/3772798103,Saltwater Grill,restaurant,restaurant,19.324762,-81.381423,"638, West Bay Road, West Bay",George Town,Grand Cayman,+1 345-640-0010,,http://www.saltwatercayman.com/,,90,"Saltwater Grill is a restaurant in George Town, Grand Cayman. Rated 4.5★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman
osm-node/3774215831,Pizza! at Breezes,restaurant,restaurant,19.294694,-81.382708,"Harbour Drive, George Town",George Town,Grand Cayman,+1 345-945-3484,,http://www.ragazzi.ky/,,90,"Pizza! at Breezes is a restaurant in George Town, Grand Cayman. Rated 4★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman;pizza
osm-node/3774336660,Le Vele,restaurant,restaurant,19.300673,-81.382642,"147, North Church Street, George Town",George Town,Grand Cayman,+1 345-745-8353,,http://www.levele.ky/,,90,"Le Vele is a restaurant in George Town, Grand Cayman. Rated 4.6★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman;italian
osm-node/4312155144,Hemingway's,restaurant,restaurant,19.328058,-81.382227,"Seven Mile Beach, Grand Cayman, Cayman Islands",Seven Mile Beach,Grand Cayman,+33 4 78 30 88 56,,http://www.hemingwayscayman.com/,,90,"Hemingway's is a restaurant in Seven Mile Beach, Grand Cayman. Rated 4★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman
osm-node/4787139551,Gateway of India,restaurant,restaurant,19.290384,-81.374476,"George Town, Grand Cayman, Cayman Islands",George Town,Grand Cayman,+1 345-946-2815,,http://www.gatewayofindia.ky/,,90,"Gateway of India is a restaurant in George Town, Grand Cayman. Rated 4.1★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman;indian
osm-node/5225582151,Yoshi's Sushi,restaurant,restaurant,19.338995,-81.380009,"Seven Mile Beach, Grand Cayman, Cayman Islands",Seven Mile Beach,Grand Cayman,+1 345-943-9674,,http://www.yoshi.ky/,,90,"Yoshi's Sushi is a restaurant in Seven Mile Beach, Grand Cayman. Rated 4.6★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman;sushi
osm-node/5225582167,Pani,restaurant,restaurant,19.322418,-81.377191,"George Town, Grand Cayman, Cayman Islands",George Town,Grand Cayman,+1 345-640-0007,,http://panicayman.com/,,90,"Pani is a restaurant in George Town, Grand Cayman. Rated 4.2★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman;indian
osm-node/5314083083,Petit Paris,restaurant,restaurant,19.320591,-81.377889,"George Town, Grand Cayman, Cayman Islands",George Town,Grand Cayman,+1 345-328-4000,,http://ppcayman.com/,,90,"Petit Paris is a restaurant in George Town, Grand Cayman. Rated 4.4★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman
osm-node/5406148024,Banana Resturant Nightclub,restaurant,restaurant,19.300996,-81.376588,"George Town, Grand Cayman, Cayman Islands",George Town,Grand Cayman,+1 345-949-0859,,https://www.facebook.com/BananasRestaurantBarCayman,,90,"Banana Resturant Nightclub is a restaurant in George Town, Grand Cayman. Rated 4.1★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman
osm-node/5423702621,Bacaro,restaurant,restaurant,19.357009,-81.376233,"Seven Mile Beach, Grand Cayman, Cayman Islands",Seven Mile Beach,Grand Cayman,+1 345-749-4800,,https://www.bacaro.ky/,,90,"Bacaro is a restaurant in Seven Mile Beach, Grand Cayman. Rated 4.7★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman;fish;caribbean
osm-node/5476263024,China Village,restaurant,restaurant,19.294002,-81.370722,"George Town, Grand Cayman, Cayman Islands",George Town,Grand Cayman,+1 345-945-3490,,https://www.chinavillage.ky/,,90,"China Village is a restaurant in George Town, Grand Cayman. Rated 4.1★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman;chinese
